File,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,M16,M17,M18,M19,M20,M21,M22,M23,M24,M25
o1_gr_e10,0.06001691081081082,0.07336841833333334,0.05805900611111111,0.09452262472222223,0.12924036444444445,0.05581237611111112,0.0662462938888889,0.06225011111111113,0.09563907725000001,0.13001885444444444,0.019920141000000013,0.03671765100000001,0.05574464444444448,0.10221897694444444,0.131001031,0.0594828775,0.05502671111111113,0.07360264861111114,0.10398886166666671,0.13120722833333331,0.04811055500000002,0.05774179366666669,0.0712153946875,0.1066280016666667,0.13149033333333335
o1_gr_e11,0.07657989432432433,0.0869091086111111,0.08953847258620691,0.15720362027777776,0.16325004999999998,0.07600890083333332,0.06457955500000002,0.08186273645833336,0.1470340738888889,0.16325004999999998,0.04592881100000001,0.03159208558823531,0.07983471069767444,0.12868420419354842,0.16325004999999998,0.06576205916666666,0.051971981388888894,0.07929731055555558,0.12269784342105264,0.16325004999999998,0.05225442133333334,0.05938048566666667,0.08361940933333335,0.11734613300000003,0.15867352699999998
o1_gr_e12,0.07656881081081081,0.04668893388888889,0.054047201621621646,0.10224467825000001,0.13349771472222222,0.08093589027777776,0.06669693166666665,0.043687692222222234,0.08197065027777778,0.12070005722222223,0.04423109166666666,0.054042367333333334,0.04066989741935486,0.06873404200000002,0.107102763,0.07066195,0.06764245805555555,0.06173905333333334,0.08938846388888891,0.11091072638888888,0.056441019333333335,0.04558678677419355,0.07008004533333333,0.08348650161290325,0.11873555133333333
o2_gr_can,0.041530909729729726,0.04378848722222222,0.0424685488888889,0.04422163611111111,0.046339891111111114,0.03222131972222223,0.041865576944444455,0.04213267777777779,0.04370878916666667,0.045866108611111116,0.03489238500000001,0.042146113666666665,0.04116783766666668,0.042672605,0.04417717966666667,0.04378401972222222,0.04385658833333333,0.04326836250000001,0.0444112625,0.04514743277777779,0.04585880833333333,0.04419226,0.04018999033333335,0.04116985266666668,0.045971395666666665
o2_gr_e01,0.16566672,0.16566672,0.16566672,0.16566672,0.16566672,0.0859683052777778,0.11810948361111112,0.10790547222222223,0.13479603333333337,0.16069357555555555,0.038464452666666676,0.060922197666666685,0.11117462466666668,0.12187603566666669,0.16001582366666664,0.15090666388888888,0.16566672,0.16566672,0.16566672,0.16566672,0.16566672,0.16566672,0.16566672,0.16566672,0.16566672
o2_gr_e02,1.2606031502702701,1.4420001,1.4420001,1.4420001,1.4420001,0.12118073527777778,0.93603282,0.9852470566666667,1.0649586191666667,1.4420001,0.3108943776666667,0.323021343,0.3874265736666667,0.489391421,0.67897372,1.4420001,1.4420001,1.4420001,1.4420001,1.4420001,1.4420001,1.4420001,1.4420001,1.4420001,1.4420001
o2_gr_e03,0.21600003918918922,0.11994836024390244,0.13885623153846158,0.24050005000000002,0.24050005000000002,0.11674894166666669,0.09170772272727276,0.18252061333333333,0.24050005000000002,0.24050005000000002,0.060324409000000016,0.09182533197368424,0.19703416866666668,0.24050005000000002,0.24050005000000002,0.1691619852777778,0.09064920866666668,0.17010444192982457,0.24050005000000002,0.24050005000000002,0.22536583666666668,0.12262250193548391,0.17113762897959187,0.24050005000000002,0.24050005000000002
o2_gr_e05,0.34549995000000006,0.34549995000000006,0.34549995000000006,0.34549995000000006,0.34549995000000006,0.11937983583333336,0.1510503516666667,0.3300150972222223,0.34549995000000006,0.34549995000000006,0.12355970633333337,0.14585900333333335,0.06605720972972974,0.08723752400000001,0.18553492400000002,0.34549995000000006,0.34549995000000006,0.33812495138888893,0.29723435888888894,0.28657580138888894,0.34549995000000006,0.34549995000000006,0.34549995000000006,0.34549995000000006,0.34549995000000006
o2_gr_e06,1.443673068108108,1.5230001,1.5230001,1.5230001,1.5230001,0.11801830638888891,0.7439657955555555,1.2812087363888889,1.2054855249999998,1.444414778611111,0.3766754586666667,0.5358382643333334,0.310083219,0.27857737266666666,0.719365198,1.481638986111111,1.5230001,1.5230001,1.5230001,1.5230001,1.5230001,1.5230001,1.5230001,1.5230001,1.5230001
o2_gr_e07,0.10775636189189189,0.09714693194444447,0.10482722777777781,0.12997561472222227,0.1785748227777778,0.04808832933333336,0.0736187138888889,0.0844177760526316,0.13606395408163266,0.19683138861111113,0.03609013266666669,0.07290329150943398,0.1804311103333334,0.19217757100000002,0.20192112,0.08289000000000002,0.1323053852777778,0.20192112,0.20192112,0.20192112,0.138349817,0.20192112,0.20192112,0.20192112,0.20192112
o2_gr_e09,0.11374868810810812,0.11562504000000001,0.11562504000000001,0.11562504000000001,0.11562504000000001,0.046705161219512216,0.09207659861111112,0.0993270677777778,0.10769246722222224,0.11424646083333334,0.046698875333333355,0.07934252200000001,0.06674659483870969,0.085604443125,0.10376943633333337,0.11562504000000001,0.11562504000000001,0.11562504000000001,0.11326051527777779,0.11461462416666669,0.11562504000000001,0.11562504000000001,0.11562504000000001,0.11562504000000001,0.11562504000000001
o2_gr_e10,1.912464154864865,2.0145002,2.0145002,2.0145002,2.0145002,0.635732551388889,0.5398837658333334,1.259562338888889,1.001581071111111,1.9613983430555555,0.29389421233333335,0.5034434816666666,0.4544154746666667,0.4709459716666667,0.9302762596666666,1.9595071388888892,2.0145002,2.0145002,2.0145002,2.0145002,2.0145002,2.0145002,2.0145002,2.0145002,2.0145002
o2_gr_e11,0.1020696892105263,0.09412294783783787,0.1954856961111111,0.24200006000000002,0.24200006000000002,0.047965822826086975,0.11637909361111112,0.24200006000000002,0.24200006000000002,0.24200006000000002,0.041873210937500016,0.13758324313253012,0.24200006000000002,0.24200006000000002,0.24200006000000002,0.15860715166666667,0.10363347956521739,0.18721697694444447,0.24200006000000002,0.24200006000000002,0.22692922033333335,0.1486342016666667,0.12172995795454546,0.24200006000000002,0.24200006000000002
o2_gr_e24,0.10112502000000007,0.10112502000000007,0.10112502000000007,0.10112502000000007,0.10112502000000007,0.052346811944444474,0.07559601388888894,0.07611801277777781,0.08852655500000005,0.09702428777777783,0.03558522633333335,0.053151258333333354,0.07521667333333339,0.08795429333333336,0.09534793600000005,0.09452855527777784,0.10112502000000007,0.10112502000000007,0.10112502000000007,0.10112502000000007,0.10112502000000007,0.10112502000000007,0.10112502000000007,0.10112502000000007,0.10112502000000007
