File,Class_GT,Class_GT_n,M1,M2,M3,M4,M5,M6,M7,M8,M9
o3_gr_e11,B,1,0.005061104502958578,0.005027203968594181,0.0030651612629629624,0.0006082902497576175,0.0010256797922532817,0.0008013628248512709,0.0038335821644531233,0.005052746329312496,0.0035728490330357125
o3_gr_e12,B,1,0.007691832152268433,0.0057606854392089875,0.002301708189940829,0.0007160429774781347,0.0009790143727367326,0.0006895935205882356,0.004635301244387756,0.004650809213705105,0.0035818289979224396
o4_gr_e01,A,0,0.0007430978084126037,0.0012219388174048748,0.0023694668326666663,0.00041561687735156217,0.0010346224934786087,0.0023685915865752547,0.0007392129688707699,0.0014731590673469385,0.0031598722646776862
o4_gr_e02,A,0,0.0006589411535334686,0.0012369660110857304,0.0022967483909400012,0.00034677641022592205,0.0010825698839169555,0.0030622598396484392,0.0006101888604119356,0.0014866818974437744,0.004086363053033047
o4_gr_e03,A,0,0.0006368045541666676,0.0014407945960937516,0.0030364846791128696,0.0002895886258651865,0.0010889698951369986,0.002620737828240742,0.0004884722529336741,0.0012401745718107003,0.003150431432666668
o4_gr_e04,A,0,0.0009856157449218746,0.0010674769006377548,0.0011957579998086738,0.0005033936811526816,0.0008732561921308817,0.0012105293370396973,0.0012567093740190251,0.0020707348207100584,0.005140756849509299
o4_gr_e05,A,0,0.0009410576554111796,0.001119640255263159,0.0013006132045118347,0.0004585702420551487,0.0008556694641312245,0.0013072441698947382,0.0010995820882105272,0.0019413279502656687,0.0038075616089198526
o4_gr_e06,A,0,0.0009254438561250008,0.0011133097176870756,0.0013871888919140642,0.0005143904070580727,0.0009741725420648251,0.0015513901785506048,0.0011550612424804693,0.0021181073002441413,0.006060372619095779
o4_gr_e07,A,0,0.00041812891792861146,0.0009829515760255657,0.0014442513259200008,0.0004606809651711934,0.0009973739839230378,0.0016002503509515572,0.0010584347455017305,0.0019124495223157899,0.0034475762033265318
o4_gr_e08,A,0,0.0005533798011513168,0.0013170067752951667,0.0019691919467573968,0.0003662854098214293,0.0009816802833333342,0.0020400918210856413,0.0010150880299342117,0.0017335603710937513,0.0026470749403117457
o4_gr_e09,A,0,0.00038258203842592506,0.0010596728849375642,0.0015990783839932444,0.00046788301184562707,0.0010794010760294644,0.0020835106320865548,0.0010004913874791753,0.001886146426421053,0.003792733786849634
o4_gr_e10,A,0,0.0008379332793783054,0.0017625767654844296,0.008242730230867351,0.0004832865979591848,0.0009303513436639129,0.0021315925536458348,0.0012311818808400014,0.001007151527280001,0.0015342278713611072
o4_gr_e11,A,0,0.000934781666257089,0.0013347944989131754,0.005457820033406248,0.00046856538201745657,0.0010231109857894737,0.002777788605185291,0.0011595704993437501,0.001498941825240344,0.0023783370428069714
o4_gr_e12,A,0,0.0008241133626902749,0.0017062681235266567,0.007827450547385205,0.0004676163090737249,0.001007932178898824,0.002404312002213019,0.0010596398714532885,0.0011042442297520677,0.0017281646156449715
o5-01_gr_e01,B,1,0.0096565512684375,0.0133890804140625,1,0.0008847938445117186,0.0015072437437890218,0.0031556052282314755,0.02713216693359375,0.011839782497443396,0.08386066584
o5-01_gr_e02,B,1,0.015614317769376178,0.012047027508264464,0.05317013378571427,0.0009989024380907367,0.0013121266666666657,0.002568136545043945,0.03854181209374999,0.009876108268523524,1
o5-01_gr_e03,B,1,0.055197911571428546,0.015608048944444442,1,0.000924117019465821,0.0013409330456049145,0.0025713156115702465,0.10901431799999992,0.009912110690102756,0.034460938312499995
o5-04_gr_e04,D,3,0.0008385866083371442,0.001776122210177694,1,0.00047290048334550815,0.0016060193053602546,1,0.0010841342127407417,0.0029109717412237877,1
o5-04_gr_e05,D,3,0.0005431501765622072,0.001869535708756716,1,0.00042238945557484614,0.0013687062115953948,1,0.0011969252903119099,0.0020039966146776413,1
o5-04_gr_e06,D,3,0.0005572996756250004,0.002485997824707161,1,0.000486288024614198,0.0016145822080877912,1,0.0012501286904197536,0.002249623929161995,1
